具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
建国公园,正阳花园,2室1厅,120,10435,南 北,115,8,简装,板塔结合
西大桥商圈,欧洲新城,3室1厅,182,12398,南 北,146.8,30,简装,板塔结合
中央大街,高谊街,3室1厅,132,9925,东 西,133,7,简装,板楼
中央大街,建业大厦,3室1厅,300,15545,南,193,23,简装,塔楼
团结萧红校哈站北秀宾馆,霁虹街,4室2厅,160,7921,南 北 西,202,15,简装,板塔结合
经纬街,经纬八道街,3室1厅,165,11149,南 北,148,8,精装,板塔结合
公路大桥,宏光大厦,3室2厅,165,12055,东南,136.88,21,精装,板楼
西大桥商圈,峰尚福成,3室1厅,76,5985,东 南 西,127,7,精装,板楼
建国公园,钢铁街住宅小区,2室2厅,85,7307,东 西,116.34,8,简装,塔楼
群力新区,星光耀广场,3室1厅,278,14447,南 北,192.43,29,精装,板楼
工农大街,翡翠城,3室1厅,195,13623,南 北,143.15,32,精装,板楼
群力新区,盛和世纪,3室2厅,438,21843,南 北,200.53,32,其他,板楼
群力新区,河政花园（公务员小区）,2室2厅,125,9125,南 北,137,7,其他,板楼
中央大街,高谊街,3室1厅,145,11154,东 西,130,5,其他,板楼
公路大桥,哈药路,2室1厅,75.8,12634,南 东,60,5,其他,板楼
中央大街,井街,3室1厅,140,12390,东 西,113,4,其他,板楼
群力新区,天鹅湾,5室3厅,300,14024,南 北,213.92,31,其他,板楼
群力新区,银泰城,3室2厅,180,15518,南 北,116,31,其他,板楼
群力新区,河鼓小区,2室1厅,72,9730,东 西,74,7,其他,板楼
顾乡大街,康安小区(道里区),3室1厅,94.8,6958,南 北,136.26,7,其他,板楼
哈西商圈,汇龙温莎花园,3室2厅,175,13889,南 北,126,32,其他,暂无数据
公路大桥,民安小区(道里区),2室1厅,32,6275,东,51,7,其他,板楼
西大桥商圈,民众小区,2室1厅,82,10407,南 北,78.8,7,其他,板楼
群力新区,群力新城中区,3室1厅,225,16918,南 北,133,15,其他,板楼
群力新区,星光耀广场,3室2厅,233,17211,南 北,135.38,30,其他,板楼
建国公园,丁香名苑,2室1厅,125,10417,南 北,120,8,精装,板楼
群力新区,群力新城中区,2室2厅,210,12805,南 北,164,26,其他,板楼
群力新区,桐楠阁领誉,3室1厅,190,14075,南 北 东,135,28,其他,板楼
群力新区,金安·向日葵,2室1厅,209,19533,南 北,107,30,其他,板楼
群力新区,财智公馆,2室1厅,75,12316,北,60.9,33,其他,板塔结合
建国公园,建国城市花园,2室1厅,99,9520,南 北,104,8,其他,板楼
公路大桥,共乐西头道街,2室1厅,79.8,9001,南,88.66,7,其他,板楼
兆麟校,一面街,2室1厅,71.8,10258,东 西,70,7,其他,板楼
安字片,安发街,2室1厅,52.8,8443,南 北,62.54,8,其他,板楼
安字片,安定街,2室1厅,39.5,7453,南 北,53,8,简装,板塔结合
中央大街,友谊路,4室2厅,400,14036,南 北,285,6,精装,板楼
群力新区,中海寰宇天下,4室2厅,280,15731,南 北,178,34,毛坯,板楼
群力新区,翠湖天地璞园,4室2厅,1480,54015,南 北,274,3,精装,板楼
群力新区,富力江湾新城,5室1厅,690,29742,南 北,232,25,精装,板楼
兆麟校,买卖街,1室1厅,27,8153,北,33.12,6,简装,板楼
群力新区,运华广场 道里区,3室2厅,168,9811,南 北,171.24,21,精装,板楼
群力新区,海富锦园,2室1厅,85,13493,东 南,63,18,简装,板塔结合
哈西商圈,康安家园,2室1厅,95,8822,南 北,107.69,8,精装,板楼
公路大桥,民安小区(道里区),2室1厅,48.8,6031,南 北,80.92,8,简装,板楼
安字片,安康街,1室1厅,39.8,9563,东南,41.62,7,精装,板塔结合
群力新区,天鹅湾,2室2厅,180,17125,南 北,105.11,16,精装,板楼
工农大街,翡翠城,1室1厅,89,12832,西南,69.36,32,简装,板楼
顾乡大街,新华小区(道里区),2室1厅,48.9,6948,南 北,70.39,8,简装,板楼
兆麟校,地段街,2室1厅,68,14129,东 西,48.13,8,简装,塔楼
公路大桥,共乐小区,2室1厅,68,9445,南 北,72,9,简装,板塔结合
公路大桥,民安小区(道里区),2室1厅,37.8,5719,南,66.1,8,精装,板楼
建国公园,紫金城,2室2厅,158,13860,南 北,114,32,毛坯,板楼
群力新区,河松小区一期,2室1厅,78,9398,西 北,83,7,简装,板楼
中央大街,红霞街,3室1厅,138,11500,南 北,120,7,精装,板楼
西大桥商圈,欧洲新城,2室1厅,153,12143,南 北,126,34,精装,板楼
西大桥商圈,欧洲新城,2室1厅,162,14100,东南,114.9,34,精装,板塔结合
中央大街,友谊路,2室1厅,70,11291,南 北,62,7,简装,板楼
安字片,安德街,2室1厅,66,8800,南 北,75,8,精装,板塔结合
团结萧红校哈站北秀宾馆,兴安街,2室1厅,45,6944,东 西,64.81,8,简装,板楼
顾乡大街,郁金台,2室1厅,96,11429,南,84,33,精装,板楼
兆麟校,一面街,2室1厅,85,7757,南 北,109.59,7,精装,板楼
建国公园,紫金城,1室1厅,120,14815,南,81,33,精装,板楼
建国公园,正阳花园,2室1厅,72,10000,南 西 北,72,6,简装,塔楼
安字片,安定街,2室1厅,57.8,9966,南,58,8,精装,板楼
爱建,工程小区,2室1厅,75,11364,东 西,66,7,简装,板塔结合
爱建,中兴家园,2室1厅,118,14048,南,84,32,精装,板塔结合
兆麟校,朝阳胡同,2室1厅,108,13387,东 西,80.68,5,精装,板楼
顾乡大街,康安小区(道里区),2室1厅,78.5,8761,南 北,89.61,7,简装,板楼
中央大街,红专街,2室1厅,49.8,6074,南 北,82,8,精装,板楼
顾乡大街,郁金台,3室2厅,157,12511,北 南 东,125.49,29,精装,板楼
公路大桥,建河街,1室1厅,30,6897,南,43.5,7,简装,板楼
建国公园,建国街,2室1厅,42,7492,南 北,56.06,8,简装,板楼
安字片,安德街,2室1厅,52.8,9600,南 北,55,7,精装,板塔结合
中央大街,红霞街,3室1厅,75,10171,南 北,73.74,7,简装,板楼
西大桥商圈,康安路,2室1厅,72.6,8105,南 北,89.58,7,简装,板楼
公路大桥,民安小区(道里区),2室1厅,53,8834,西,60,7,精装,板楼
建国公园,新阳路,2室1厅,85,7143,南 北,119,8,简装,板楼
群力新区,恒盛皇家花园,2室1厅,167,18113,南,92.2,32,精装,板楼
公路大桥,光华小区,2室1厅,81,9102,南 西,89,34,简装,板塔结合
建国公园,新阳路,1室1厅,38,9048,南,42,7,精装,板楼
群力新区,海富康城,2室1厅,112,10227,南 北,109.52,7,简装,板楼
群力新区,海富禧园,2室1厅,105,14410,东 北,72.87,14,其他,板楼
公路大桥,建国北六道街,1室1厅,44,6356,南 北,69.23,8,简装,板塔结合
爱建,上实盛世江南,2室1厅,170,17709,东南,96,30,精装,板塔结合
建国公园,松树街,1室1厅,27,8438,东,32,8,简装,板塔结合
爱建,中兴家园,1室1厅,88,11734,南,75,32,精装,板塔结合
公路大桥,建国北四道街,2室0厅,29,7074,南 西,41,8,简装,板楼
工农大街,天薇丽景园,2室1厅,120,12904,西北,93,16,简装,板楼
顾乡大街,新天地家园,2室1厅,136,10968,东 西,124,20,简装,板楼
哈西商圈,恒祥城一期,1室1厅,105,13708,南,76.6,32,精装,板楼
顾乡大街,溪畔嘉园,2室2厅,145,10897,南 北,133.07,16,精装,板楼
哈西商圈,恒祥城二期,2室1厅,110,13127,南,83.8,32,精装,板楼
哈西商圈,恒祥城二期,1室1厅,110,13415,南,82,16,精装,板楼
顾乡凯德广场,永康商住小区,2室1厅,138,11220,南 北,123,23,精装,板楼
顾乡凯德广场,永康商住小区,2室1厅,151,11706,南 北,129,21,精装,板楼
群力新区,海富康城,2室1厅,99,12670,南 东 北,78.14,7,简装,板塔结合
工农大街,报达文化嘉园第一期,2室1厅,90,11551,南 北,77.92,7,精装,板楼
群力新区,海富第五大道,1室1厅,129,17892,东 西,72.1,7,简装,板楼
顾乡大街,利民街,1室1厅,29.5,9151,南,32.24,8,简装,暂无数据
安字片,安吉街,1室1厅,39,9434,东 西,41.34,8,精装,板楼
兆麟校,地段街,2室1厅,42,7895,南 北,53.2,6,简装,塔楼
群力新区,华风江畔,2室2厅,140,11112,南 北,126,8,精装,板楼
顾乡大街,康安小区(道里区),2室1厅,50.8,10160,南,50,7,精装,板楼
公路大桥,共乐小区,1室1厅,27,8121,东南,33.25,9,简装,板楼
兆麟校,哈威广场威乐斯大厦99号公馆,1室0厅,58,12653,北,45.84,38,精装,塔楼
工农大街,翡翠城,2室1厅,120,13794,西南,87,32,简装,板楼
群力新区,海富康城,2室1厅,78,8125,南 北,96,7,精装,暂无数据
工农大街,迎宾小区,2室1厅,103,8476,南,121.53,18,精装,板楼
顾乡大街,新天地家园,2室1厅,126.5,10157,东 西,124.55,20,毛坯,板楼
安字片,安丰街,3室1厅,52,7187,东 西,72.36,7,精装,板楼
群力新区,阳光育博苑,3室1厅,100,7625,南 北,131.15,6,简装,板楼
工农大街,迎宾小区,2室1厅,77,7060,南,109.08,7,精装,板楼
中央大街,井街,2室1厅,86,13798,东 西,62.33,7,精装,塔楼
顾乡凯德广场,祥泰人家,2室1厅,88.5,10283,南 西南,86.07,8,简装,板塔结合
群力新区,河梁小区,2室1厅,50,5904,南 北,84.7,7,简装,板塔结合
群力新区,河松小区二期,2室1厅,68,7919,东 西,85.88,7,精装,板楼
安字片,安心街,2室0厅,54.8,10063,东南,54.46,8,简装,板塔结合
建国公园,松树街,2室1厅,55,6044,东 西,91,8,简装,板塔结合
西大桥商圈,欧洲新城,3室1厅,170,18588,南 北,91.46,20,精装,板塔结合
西大桥商圈,峰尚福成,3室1厅,132,8000,南 北,165,7,精装,板楼
建国公园,通达馨园,2室1厅,136,10304,南 北,132,7,精装,板塔结合
建国公园,松树街,2室1厅,50,5692,南 北,87.85,8,简装,板塔结合
爱建,梧桐花园,3室1厅,168,19436,南 北,86.44,10,精装,板楼
建国公园,通达馨园,2室1厅,95,6441,南 北,147.5,7,简装,板塔结合
中央大街,红专街,2室1厅,56,7625,南 北,73.45,7,简装,板楼
顾乡大街,电炉小区,2室1厅,84,9367,南 北,89.68,8,精装,板楼
公路大桥,民和街,2室1厅,32,4968,东 西,64.42,6,简装,板楼
中央大街,上游街,2室1厅,90,10000,南 北,90,0,简装,板塔结合
安字片,安松街,2室1厅,47.5,6169,南 北,77,8,精装,板楼
爱建,上实盛世江南,3室1厅,255,16791,南,151.87,30,精装,板塔结合
安字片,工部街,2室0厅,55,10608,西,51.85,7,简装,板楼
西大桥商圈,民众小区,2室1厅,25,4478,西南,55.83,8,简装,板楼
顾乡大街,新天地家园,2室2厅,140,11316,东 西,123.72,20,简装,板楼
经纬街,经纬三道街,2室1厅,64.8,7205,南 北,89.94,8,简装,板塔结合
群力新区,河源小区,3室2厅,155,12704,南 北,122.01,7,其他,板楼
顾乡大街,溪畔嘉园,2室1厅,88,7969,西南,110.43,8,简装,板楼
爱建,经纬街,2室0厅,32,7937,东,40.32,7,简装,板楼
群力新区,海富康城,3室2厅,168,10279,东 西,163.45,18,精装,板楼
群力新区,河松小区二期,3室2厅,134.8,8980,南 北,150.12,7,精装,板塔结合
群力新区,海富绣园,1室1厅,66,13592,东南,48.56,30,其他,板楼
顾乡大街,新华小区(道里区),2室1厅,59,8866,南 北,66.55,8,其他,板楼
群力新区,海富第五大道,1室1厅,130,17809,东南,73,18,其他,板楼
工农大街,迎宾小区,2室1厅,95,6986,东 西,136,19,毛坯,板楼
群力新区,华风江畔,2室2厅,91,7339,南 西,124,8,简装,板楼
顾乡大街,新天地家园,2室1厅,92,9200,东 西,100,7,简装,板楼
建国公园,紫金城,2室1厅,180,15790,南 北,114,32,简装,板楼
群力新区,招商贝肯山二期,3室2厅,235,17280,南 北,136,30,毛坯,板楼
兆麟校,盛达公寓,3室1厅,155,10334,东北,150,28,精装,板楼
爱建,爱建涛园,3室2厅,255,18750,南 北,136,28,简装,板塔结合
公路大桥,河曲街,3室1厅,68,7817,南 北,87,7,简装,板楼
建国公园,丁香名苑,3室2厅,108,9311,南 北,116,8,精装,板楼
群力新区,保利城,3室2厅,170,15741,南 北,108,33,其他,板楼
群力新区,河政花园（公务员小区）,3室2厅,142.8,11210,南 北,127.39,7,其他,板楼
群力新区,河政花园（公务员小区）,3室2厅,210,16683,南 北,125.88,7,其他,板楼
爱建,锦园,3室2厅,252,15000,南 北,168,26,简装,塔楼
爱建,锦园,2室2厅,200,14706,南 北,136,24,简装,塔楼
群力新区,河政花园（公务员小区）,4室2厅,130,7739,南 北,168,7,精装,板楼
爱建,锦园,2室2厅,192,15119,南 北,127,24,精装,塔楼
群力新区,河政花园（公务员小区）,3室2厅,150,11185,东 南 北,134.11,16,简装,板楼
群力新区,外滩首府,4室2厅,528,26910,南 北,196.21,3,其他,暂无数据
群力新区,保利城,3室2厅,170,15455,南 北,110,31,其他,暂无数据
工农大街,迎宾小区,2室1厅,70,8236,南 北,85,7,其他,板楼
安字片,安升街(安隆街),1室1厅,35.8,7886,南,45.4,8,简装,塔楼
建国公园,建国街,2室1厅,43.8,6442,南,68,8,简装,塔楼
顾乡凯德广场,天合俊景,2室1厅,138.8,12208,南 北,113.7,32,简装,板楼
安字片,安升街(安心街),2室1厅,25,5209,南 东,48,7,简装,板楼
兆麟校,田地街,3室1厅,71.8,9089,南 北,79,8,简装,板楼
建国公园,通达馨园,2室1厅,56,8116,南 北,69,7,简装,板楼
公路大桥,建河街,2室1厅,42,7724,南 北,54.38,7,简装,板楼
建国公园,紫金城,3室2厅,255,13710,南 北,186,32,其他,板楼
建国公园,紫金城,2室1厅,172,14099,南 北,122,32,简装,板楼
群力新区,恒祥空间,3室2厅,165,12821,南 北,128.7,26,其他,板楼
公路大桥,光华小区,3室1厅,52,8388,南 北,62,7,其他,板楼
建国公园,丁香名苑,3室1厅,160,10192,南 北,157,8,其他,板塔结合
群力新区,汇锦庄园,4室2厅,470,21963,南 北,214,25,其他,板楼
爱建,中兴家园,1室1厅,93,10569,南,88,32,其他,板塔结合
群力新区,外滩首府,3室2厅,368,23897,南 北,154,22,其他,板楼
群力新区,锦江绿色家园,4室2厅,170,8500,南 北,200,7,其他,板楼
群力新区,盛和天下,5室2厅,858,23834,南 北,360,3,其他,暂无数据
工农大街,翡翠城,3室2厅,243,13576,南 北,179,32,精装,板楼
公路大桥,河阳街,2室1厅,56.8,8115,南,70,7,其他,板楼
群力新区,阳光育博苑,3室2厅,87,5762,南 北,151,7,其他,板楼
群力新区,锦江绿色家园,2室1厅,125,12627,南 北,99,7,其他,板楼
兆麟校,盛达公寓,3室1厅,195,10598,东南,184,28,其他,板楼
工农大街,宜居家园,2室1厅,99.8,9904,南 北,100.77,7,简装,板楼
兆麟校,公园街,2室1厅,47.8,12919,南,37,6,简装,板楼
安字片,安顺街,1室0厅,35,10000,南,35,7,精装,板楼
工农大街,迎宾小区,2室1厅,48.8,9271,西,52.64,7,其他,板楼
团结萧红校哈站北秀宾馆,霁虹街,1室0厅,27,7628,东,35.4,9,简装,板楼
工农大街,迎宾小区,2室2厅,48,9600,南,50,7,简装,板楼
公路大桥,建国南三道街,2室1厅,49.5,8250,南,60,4,精装,板楼
顾乡凯德广场,宝宇荣耀天地,2室2厅,168,13229,南 北,127,32,精装,板楼
哈西商圈,恒祥城二期,2室1厅,108,13671,南,79,16,简装,板楼
经纬街,经纬七道街,2室0厅,53,10498,南 北,50.49,7,简装,板塔结合
安字片,安宁街,1室1厅,42,8077,南 北,52,7,精装,板楼
建国公园,爱丁堡,2室1厅,128,10240,南 北,125,27,简装,板塔结合
兆麟校,工厂街,3室1厅,90,8164,南 北,110.25,7,精装,板楼
建国公园,康健小区,2室1厅,41.6,5334,东 南,78,7,简装,板楼
兆麟校,经纬360,1室1厅,46,12369,东南,37.19,28,简装,板塔结合
工农大街,迎宾小区,2室1厅,39.8,7371,南,54,7,简装,板楼
顾乡凯德广场,祥泰人家,3室2厅,135,9415,东南 西南,143.39,12,精装,板塔结合
群力新区,民生尚都和园,1室1厅,65,8358,南,77.77,25,毛坯,板楼
公路大桥,建国南二道街,2室2厅,88.8,8027,南 北,110.64,8,精装,板楼
建国公园,怡园小区(道里区),2室1厅,65,8334,北 南,78,8,简装,板楼
顾乡凯德广场,乡社街东区,2室1厅,50.8,7741,东 西,65.63,7,其他,板楼
群力新区,河政花园（公务员小区）,4室2厅,135,6959,南 北,194,7,其他,板楼
工农大街,群力新苑东区,2室1厅,89,10471,东南,85,18,其他,暂无数据
顾乡大街,电炉小区,2室1厅,72.8,9841,东 西,73.98,8,简装,板楼
顾乡凯德广场,清河湾小区,2室1厅,54.5,9893,南 北,55.09,7,其他,板楼
群力新区,河松小区一期,1室1厅,45,9375,东 西,48,7,其他,板楼
群力新区,三松宜家,2室1厅,143,14020,南 北,102,32,其他,板楼
公路大桥,建国南头道街,1室0厅,16,4777,西,33.5,8,其他,板楼
顾乡大街,康安小区(道里区),2室1厅,30,6383,南 北,47,8,其他,板楼
西大桥商圈,新阳胡同,2室1厅,42,7778,南 北,54,7,简装,板塔结合
群力新区,海富康城,3室1厅,68,10150,南 北,67,7,精装,板塔结合
哈西商圈,哈西民主家园,3室1厅,146,11775,南 北,124,32,毛坯,板楼
工农大街,群力新苑东区,3室1厅,83,11217,南 北,74,6,简装,板楼
群力新区,大业小区,2室2厅,95,7528,南 北,126.2,7,精装,板楼
群力新区,河源小区,3室2厅,155,10198,南 北,152,6,简装,暂无数据
哈西商圈,恒祥城二期,2室1厅,112,13334,南,84,32,精装,板楼
群力新区,天鹅湾,3室1厅,210,15329,南 西北,137,18,精装,板楼
公路大桥,恒祥家园,2室1厅,130,12185,东,106.69,29,简装,板楼
建国公园,松滨里小区,2室1厅,71.8,7863,东 西,91.32,8,简装,板塔结合
工农大街,迎宾小区,2室1厅,118,10728,东 西,110,7,简装,板楼
安字片,经纬十道街,2室1厅,52,11171,西,46.55,8,简装,板塔结合
公路大桥,民安小区(道里区),3室1厅,45,6962,南 北,64.64,6,简装,板楼
哈西商圈,恒祥城二期,2室1厅,98,12738,东 南,76.94,32,简装,板楼
群力新区,财智公馆,2室1厅,90,14286,东,63,29,简装,板塔结合
群力新区,玫瑰湾,2室1厅,195,15817,南 北,123.29,32,精装,板楼
工农大街,阳光印象,3室1厅,135,12386,南 北,109,31,精装,板楼
中央大街,友谊路,2室1厅,65,12265,东 西,53,8,简装,板楼
安字片,安顺街,2室1厅,56.8,12623,南 北,45,8,精装,板楼
群力新区,天然家园,5室2厅,112,7573,南 北,147.9,6,简装,板楼
爱建,经纬街,2室0厅,63,11053,东 西,57,7,简装,板楼
群力新区,财智公馆,2室1厅,72,13479,西北,53.42,21,精装,板楼
西大桥商圈,欧洲新城,2室1厅,182,13947,东 西,130.5,27,简装,板塔结合
群力新区,保利城,3室2厅,177,16239,南 北,109,33,精装,板楼
建国公园,新阳路,2室1厅,70,8140,南 北,86,5,简装,板塔结合
建国公园,建国城市花园,2室1厅,74.5,11098,南,67.13,8,精装,板楼
安字片,安宁街,2室1厅,40,7143,东,56,6,精装,板楼
安字片,安宁街,2室1厅,40,7273,西,55,6,精装,板楼
群力新区,河鼓小区,2室1厅,30,5661,南,53,7,精装,板楼
经纬街,经纬五道街,3室1厅,98,14412,南 北,68,8,精装,板楼
建国公园,建国街,3室1厅,75,6411,东 南,117,8,简装,塔楼
中央大街,友谊路,2室1厅,68,9067,东 西 南,75,15,简装,板楼
群力新区,宏润翠湖天地,3室2厅,280,20144,南,139,25,毛坯,板楼
